sku,category,name,rrp,npp,ean,tariff,weight,size,tax_class
AC-21505,AQUACONNECT,silicarbon 4000 g,129,69.9,4 039966215056	,38249996,4,,1
AC-21701,AQUACONNECT,"FASTbond Zementkleber 1000g, ist ein feinporiger Zementkleber
",29.9,16.6, ,38249996,1,13 x 12 x 12,1
AC-25100,AQUACONNECT,ENERGY ELEMENTS No. 1  500 ml,16.95,8.9,4 039966251009	,25010099,0.5,,1
AC-25101,AQUACONNECT,ENERGY ELEMENTS No. 1  5000 ml,130,66, ,25010099,5,,1
AC-25200,AQUACONNECT,ENERGY ELEMENTS No. 2  500 ml,16.95,8.9,4 039966252006	,25010099,0.5,,1
AC-25201,AQUACONNECT,ENERGY ELEMENTS No. 2 5000 ml,130,66, ,25010099,5,,1
AC-25300,AQUACONNECT,ENERGY ELEMENTS No. 3 500 ml,16.95,8.9,4 039966253003	,25010099,0.5,,1
AC-25301,AQUACONNECT,ENERGY ELEMENTS No. 3  5000 ml,130,66, ,25010099,5,,1
AC-25304,AQUACONNECT,ENERGY ELEMENTS No. 4 500 ml,16.95,8.9,4 039966253041	,25010099,0.5,,1
AC-25450,AQUACONNECT,AMINOstabil  250 ml,19.95,9.95,4 039966254505	,23099031,0.25,,1
AC-25470,AQUACONNECT,Intens Xtra 50ml,24.9,14.25,4 039966254703,23099031,0.05,,1
AC-40010,AQUACONNECT,"Reef-Clickplugs rund, 9 St. weiß",6.99,3.85,4 039966400100	,39119099,0.01,,1
AC-40012,AQUACONNECT,"Reef-Clickplugs Prisma, 9 St.",7.99,4.52,4 039966400124	,39119099,0.01,,1
AC-40100,AQUACONNECT,Coral-Sundeck 18 Free-View incl. 5 Plugs,39.95,23.75,4 039966401008	,39119099,0.25,30 x 5 x 16,1
AC-40105,AQUACONNECT,Magnetic Corner Frag - Holder,66,38.85, ,85051100,0.26,,1
AC-40106,AQUACONNECT,"Magnetic Frag Holder  
32 Aufnahmen für entsprechende Plugs für Ableger",55.35,32.55, ,85051100,0.64,6 x 7 x 24,1
AC-40109,AQUACONNECT,Korallenableger Etagenregal ,137,80.75, ,39269097,0.36,,1
AC-40110,AQUACONNECT,4-fach Schlauchfixierung in weiß,10.9,6.42,4 039966401701	,39119099,0.02,,1
AC-40111,AQUACONNECT,5-fachKombi  Schlauchfixierung 4 + 1,14.55,8.56,4 039966401114	,39119099,0.03,,1
AC-40112,AQUACONNECT,Schlauchfixierung bis 9mm,6.5,3.81,4 039966401121	,39119099,0.01,,1
AC-40113,AQUACONNECT,Halter für Lichtrasterplatten / 2 Stück,19.95,11.64,4 039966401138	,39119099,0.2,,1
AC-40114,AQUACONNECT,Sensorhalter für Elektroden - Ersetzt 40170,28.9,14.95, ,39119099,0.12,,1
AC-40115,AQUACONNECT,Schlauchfixierung 6-fach 7mm Glaskante,17.8,10.46, ,39119099,0.03,,1
AC-40116,AQUACONNECT,"Schlauchfixierung 6-fach für Steg, bis 18 mm ",17.8,10.46, ,39119099,0.03,,1
AC-40117,AQUACONNECT,Schlauchfixierung 6-fach 7mm Steg-u. Glaskante,20,11.82,4 039966401176	,39119099,0.03,,1
AC-40140,AQUACONNECT,Coral Reef Stand Version transparent 17 Loch,19.95,12.15, ,39119099,0.37,,1
AC-40141,AQUACONNECT,Coral Reef Stand Version transparent 11 Loch,15.9,9.3, ,39119099,0.3,,1
AC-40144,AQUACONNECT,Coral Frag Rack Tracy 62 Loch schwarz,59.9,42.25, ,39119099,0.6,,1
AC-40150,AQUACONNECT,Split-it-Duo Strömungsdüse 25 mm,14.55,8.56,4 039966401503	,39119099,0.02,,1
AC-40151,AQUACONNECT,Split-it-Duo Strömungsdüse 32 mm,17.95,10.19,4 039966401510	,39119099,0.03,,1
AC-40152,AQUACONNECT,Split-it-Duo Strömungsdüse 40 mm,23.4,13.45,4 039966401527	,39119099,0.03,,1
AC-40153,AQUACONNECT,Split-it-Duo Strömungsdüse 20 mm,14.55,8.56,4 039966401534,39119099,0.01,,1
AC-40160,AQUACONNECT,"Flat-Square Strömungsdüse 20 mm
",14.55,8.56,4 039966401602	,39119099,0.01,,1
AC-40161,AQUACONNECT,"Flat-Square Strömungsdüse 25 mm
",14.55,8.56,4 039966401619	,39119099,0.01,,1
AC-40162,AQUACONNECT,"Flat-Square Strömungsdüse 32 mm
",17.95,10.19,4 039966401626	,39119099,0.02,,1
AC-40163,AQUACONNECT,"Flat-Square Strömungsdüse 40 mm
",23.4,13.45,4 039966401633	,39119099,0.03,,1
AC-40201,AQUACONNECT,Ablauf Cube ohne Deckel für 40 mm Rohr,19.95,11.07,4 039966402012	,39119099,0.07,,1
AC-40220,AQUACONNECT,Ablauf Cube mit Deckel für 32 mm Rohr,32.95,19.4,4 039966402213	,39119099,0.08,,1
AC-40221,AQUACONNECT,Ablauf Cube mit Deckel für 40 mm Rohr,32.95,19.4,4 039966402210	,39119099,0.08,,1
AC-40222,AQUACONNECT,Ablauf Cube mit Deckel für 50 mm Rohr,32.95,19.4, ,39119099,0.08,,1
AC-40270,AQUACONNECT,Rohrkamm 32 mm,7.1,4.17, ,39119099,0.03,,1
AC-40271,AQUACONNECT,Rohrkamm 40 mm,9.5,5.58, ,39119099,0.03,,1
AC-40272,AQUACONNECT,Rohrkamm 50 mm,11.75,6.93, ,39119099,0.06,,1
AC-40300,AQUACONNECT,Überlaufkamm 320x50 mm,10.95,6.5,4 039966403002	,39119099,0.04,,1
AC-40301,AQUACONNECT,Überlaufkamm 320x80 mm,21.5,12.54,4 039966403019	,39119099,0.07,,1
AC-40302,AQUACONNECT,Überlaufkamm 320x100 mm,24.8,14.59,4 039966403026	,39119099,0.09,,1
AC-40303,AQUACONNECT,Überlaufkamm 320x150 mm,37.55,22.09,4 039966403033	,39119099,0.13,,1
AC-40304,AQUACONNECT,Überlaufkamm 480x100 mm,48.35,28.43,4 039966403040	,39119099,0.14,,1
AC-40305,AQUACONNECT,Überlaufkamm 480x150 mm,63.7,37.45,4 039966403057	,39119099,0.2,,1
AC-40350,AQUACONNECT,Tasche für Überlaufkamm 320 mm,9.45,5.25,4 039966403507	,39119099,0.12,,1
AC-40351,AQUACONNECT,Tasche für Überlaufkamm 480 mm,14.25,7.91,4 039966403514	,39119099,0.17,,1
AC-40400,AQUACONNECT,Banana-Screw Obstspicker,12.95,7.2,4 039966404009	,39119099,0.01,,1
AC-40505,AQUACONNECT,Mangrovenbox,42.3,24.37,4 039966405051	,39119099,0.07,,1
AC-70100,AQUACONNECT,Reef Silent geräuscharmer Wasserablauf,79,47.5, ,39119099,0.32,,1
AFO-733427,AQUAFOREST,AF Filter Floss,4.9,2.75,5 902026733427,,0,,1
AFO-739412,AQUAFOREST,AF Filter Sock,16.39,9.21,5 902026739412,34052000,0.07,,1
AFO-739757,AQUAFOREST,AF Filter Sock XL,19.69,11.06,5 902026739757,,0,,1
AFO-732444,AQUAFOREST,AF Frag Rocks PURPLE 24 Stk.,13.5,7.58,5 902026732444,68109900,0.15,,1
AFO-733328,AQUAFOREST,AF Life Source 250 ml,20.9,11.74,5 902026733328,38249996,0.3,,1
AFO-733397,AQUAFOREST,AF Media Bag,6.9,3.88,5 902026733397,34052000,0,,1
AFO-733403,AQUAFOREST,AF Media Bag XL,12.19,6.85,5 902026733403,,0,,1
AFO-739429,AQUAFOREST,AF Media Sock,17.49,9.83,5 902026739429,,0,,1
AFO-739764,AQUAFOREST,AF Media Sock XL,20.79,11.68,5 902026739764,,0,,1
AFO-732451,AQUAFOREST,AF Mini Rocks PURPLE 24 Stk.,13.5,7.58,5 902026732451,,0,,1
AFO-733441,AQUAFOREST,AF NO3 Plus Lab 200 ml,13.6,7.56,5 902026733441,28211000,0.26,,1
AFO-733267,AQUAFOREST,"AF OG Bypass AF275, AF435",29.61,16.45,5 902026733267,,0,,1
AFO-732598,AQUAFOREST,"AF OG Bypass AF605, AF790, AF 980",35.53,19.74,5 902026732598,,0,,1
AFO-735346,AQUAFOREST,AF Perfect Water 20 Liter,22.9,12.87,5 902026735346,25010031,20,,1
AFO-732062,AQUAFOREST,AF Phosphate Minus 250 ml,14.9,8.37,5 902026732062,,0.3,,1
AFO-732482,AQUAFOREST,AF Plug Rocks PURPLE 24 Stk.,13.5,7.58,5 902026732482,68109900,0.3,,1
AFO-733434,AQUAFOREST,AF PO4 Plus Lab 200 ml,13.6,7.56,5 902026733434,38249996,0.25,,1
AFO-732819,AQUAFOREST,AF Power Elixir 1000ml,34.9,19.61,5 902026732819,23099031,1,,1
AFO-732826,AQUAFOREST,AF Power Elixir 2000ml,62.9,35.34,5 902026732826,23099031,2,,1
AFO-732796,AQUAFOREST,AF Power Elixir 200ml,13.5,7.58,5 902026732796,23099031,0.2,,1
AFO-733670,AQUAFOREST,AF Reef Salz 5x5 kg Box,82.9,46.57,5 902026733670,25010099,26,,1
AFO-733618,AQUAFOREST,AF Rock Arch 10kg,93.9,52.75,5 902026733618,,12,,1
AFO-730785,AQUAFOREST,AF Rock Arch 18kg,139.9,78.6,5 902026730785,68159900,20,,1
AFO-733625,AQUAFOREST,AF Rock Base 10kg - 1 Seite flach,93.9,52.75,5 902026733625,,12,,1
AFO-731867,AQUAFOREST,AF Rock Base 18kg - 1 Seite flach,139.9,78.6,5 902026731867,68109900,20,,1
AFO-738903,AQUAFOREST,AF Rock Mix 10kg,93.9,52.75,5 902026738903,68159900,12,,1
AFO-730778,AQUAFOREST,AF Rock Mix 18 kg ,139.9,78.6,5 902026730778,68159900,18,,1
AFO-733632,AQUAFOREST,AF Rock Shelf 10kg - Platten,93.9,52.75,5 902026733632,,12,,1
AFO-730792,AQUAFOREST,AF Rock Shelf 18kg - Platten,139.9,78.6,5 902026730792,,20,,1
AFO-733410,AQUAFOREST,AF Silicon Lubricant 10ml,2.49,1.4,5 902026733410,,0,,1
AFO-737036,AQUAFOREST,AF Skimmer 150 EU,399.9,259,5 902026737036,,0,,1
AFO-737074,AQUAFOREST,AF Skimmer 250 + EU EL,1459,939,5 902026737074,,0,,1
AFO-737043,AQUAFOREST,AF Skimmer 250 EU,959,617,5 902026737043,,0,,1
AFO-738811,AQUAFOREST,AF Starter Pack ,129.9,72.98,5 902026738811,,0,,1
AFO-734042,AQUAFOREST,AF Stone Fix 6 kg,39.9,22.42,5 902026734042,,0,,1
AFO-730853,AQUAFOREST,AF110 Hose,20,11.31,5 902026730853,,0,,1
AFO-733144,AQUAFOREST,AF130 Hose,25.9,14.57,5 902026733144,,0,,1
AFO-730846,AQUAFOREST,AF90 Hose,16,9.18,5 902026730846,,0,,1
AFO-739269,AQUAFOREST,AFO Reef Salz 2 kg Sack,11.49,6.46,5 902026739269,,0,,1
AFO-733809,AQUAFOREST,Aquaforest  Protect Dip 10ml,10.9,6.12,5 902026733809,38249996,0.1,,1
AFO-735322,AQUAFOREST,Aquaforest  Protect Dip 50ml,15.9,8.93,5 902026735322,38249996,0.1,210 x 80 x 180,1
AFO-731317,AQUAFOREST,Aquaforest -NP Pro 10ml Konzentrat,7.8,4.38,5 902026731317,38249996,0.01,95 x 33 x 30,1
AFO-731355,AQUAFOREST,Aquaforest -NP Pro 2000ml,17.2,9.66,5 902026731355,38249996,2,200 x 100 x 150,1
AFO-731331,AQUAFOREST,Aquaforest -NP Pro 50ml Konzentrat,21.2,11.91,5 902026731331,38249996,0.05,125 x 50 x 50,1
AFO-731010,AQUAFOREST,Aquaforest AF Amino Mix  10 ml,7.9,4.44,5 902026731010,31052090,0.01,33 x 30 x 95,1
AFO-731034,AQUAFOREST,Aquaforest AF Amino Mix 50 ml,20.9,11.74,5 902026731034,31052090,0.05,125 x 50 x 50,1
AFO-731058,AQUAFOREST,Aquaforest AF Build 10 ml,7.9,4.44,5 902026731058,31052090,0.01,95 x 33 x 30,1
AFO-731072,AQUAFOREST,Aquaforest AF Build 50 ml,20.9,11.74,5 902026731072,31052090,0.05,125 x 50 x 50,1
AFO-732024,AQUAFOREST,Aquaforest AF Calanidae Clip 100g,22.9,12.87,5 902026732024,23099031,0.1,,2
AFO-731096,AQUAFOREST,Aquaforest AF Energy  10 ml,7.9,4.44,5 902026731096,31052090,0.01,95 x 33 x 30,1
AFO-731119,AQUAFOREST,Aquaforest AF Energy  50 ml,20.9,11.74,5 902026731119,31052090,0.05,125 x 50 x 50,1
AFO-734066,AQUAFOREST,Aquaforest AF Frags Rocks  Withe 24 Stck.,12.5,7.02,5 902026734066,68109900,0.15,5 x 17 x 17,1
AFO-739795,AQUAFOREST,Aquaforest AF Frags Rocks BLACK 24 Stck.,13.5,7.58,5 902026739795,68109900,0.9,,1
AFO-739733,AQUAFOREST,Aquaforest AF Gel Fix 2x20g,18.9,10.62,  59002026739733,35069900,0.04,,1
AFO-735223,AQUAFOREST,Aquaforest AF Life Source 1000ml,42.9,24.1,5 902026735223,38249996,1,210 x 80 x 180,1
AFO-731928,AQUAFOREST,Aquaforest AF Marine Mix M 120g,12.6,7.08,5 902026731928,23099031,0.12,8 x 7 x 7,2
AFO-739740,AQUAFOREST,Aquaforest AF Mini Rocks 24 Stck.,12.5,7.02,5 902026739740,68109900,0.8,50 x 150 x 150,1
AFO-739788,AQUAFOREST,Aquaforest AF Mini Rocks BLACK 24 Stck.,13.5,7.58,5 902026739788,68109900,0.62,,1
AFO-731416,AQUAFOREST,Aquaforest AF Phyto Mix 250 ml,12.5,7.02,5 902026731416,23099010,0.25,15 x 5 x 5,1
AFO-738941,AQUAFOREST,Aquaforest AF Plug Rocks,12.5,7.02,5 902026738941,68109900,0.13,,1
AFO-739771,AQUAFOREST,Aquaforest AF Plug Rocks BLACK 24 Stck.,13.5,7.58,5 902026739771,68109900,0.3,2 x 12 x 12,1
AFO-739450,AQUAFOREST,Aquaforest AF Poly Glue 250 ml ,13.5,7.58,5 902026739450,35069900,0.25,,1
AFO-732000,AQUAFOREST,"Aquaforest AF Vege Clip 100g
Zur Zeit nicht lieferbar",22.9,12.87,5 902026732000,23099031,0.1,,2
AFO-731133,AQUAFOREST,Aquaforest AF Vitality 10 ml,7.9,4.44,5 902026731133,31052090,0.01,95 x 33 x 30,1
AFO-731157,AQUAFOREST,Aquaforest AF Vitality 50 ml,20.9,11.74,5 902026731157,31052090,0.05,125 x 50 x 50,1
AFO-734004,AQUAFOREST,Aquaforest AFix Glue 113 g / Korallenkleber,13.9,7.81,5 902026734004,35061000,0.11,20 x 40 x 140,1
AFO-738859,AQUAFOREST,"AquaForest Bio Sand 7,5 kg",20.9,11.74,5 902026738859,25174900,7.5,360 x 130 x 250,1
AFO-731256,AQUAFOREST,Aquaforest BioS 10 ml,7.8,4.38,5 902026731256,38249996,0.01,95 x 33 x 30,1
AFO-731270,AQUAFOREST,Aquaforest BioS 50 ml,21.2,11.91,5 902026731270,38249996,0.05,125 x 50 x 50,1
AFO-732529,AQUAFOREST,Aquaforest Ca Plus 2000 ml,28,15.73,5 902026732529,38249996,2,200 x 100 x 150,1
AFO-732505,AQUAFOREST,"Aquaforest Ca Plus 250 ml
",7,3.93,5 902026732505,38249996,0.2,150 x 55 x 55,1
AFO-730365,AQUAFOREST,Aquaforest Calcium Salz 850g ,9.9,5.56,5 902026730365,38249996,0.85,180 x 70 x 190,1
AFO-738057,AQUAFOREST,Aquaforest Calcium Test Kit ,15.9,8.93,5 902026738057,38221900,0.1,150 x 50 x 130,1
AFO-735056,AQUAFOREST,Aquaforest Carbon 1000 ml,12.9,7.25,5 902026735056,28211000,1,210 x 80 x 185,1
AFO-732475,AQUAFOREST,"Aquaforest Component 1+, 2+, 3+  3x5l ",56.9,31.97,5 902026732475,38249996,15,255 x 200 x 497,1
AFO-738866,AQUAFOREST,"Aquaforest Component 1+, 5 Ltr.",25.9,14.55,5 902026738866,38249996,5,,1
AFO-738873,AQUAFOREST,"Aquaforest Component 2+, 5 Ltr.",25.9,14.55,5 902026738873,38249996,5,,1
AFO-738880,AQUAFOREST,"Aquaforest Component 3+, 5 Ltr.",25.9,14.55,5 902026738880,38249996,5,,1
AFO-732321,AQUAFOREST,Aquaforest Component A 2000 ml,28,15.73,5 902026732321,38249996,2,200 x 100 x 150,1
AFO-732307,AQUAFOREST,Aquaforest Component A 250 ml,7,3.93,5 902026732307,38249996,0.2,14 x 5 x 5,1
AFO-732369,AQUAFOREST,Aquaforest Component B 2000 ml,28,15.73,5 902026732369,38249996,2,200 x 100 x 150,1
AFO-732345,AQUAFOREST,Aquaforest Component B 250 ml,7,3.93,5 902026732345,38249996,0.02,150 x 55 x 55,1
AFO-732406,AQUAFOREST,Aquaforest Component C 2000 ml,28,15.73,5 902026732406,38249996,2,190 x 100 x 130,1
AFO-732383,AQUAFOREST,Aquaforest Component C 250 ml,7,3.93,5 902026732383,38249996,0.2,14 x 5 x 5,1
AFO-739566,AQUAFOREST,"Aquaforest Components Pro 1+, 2+, 3+  3x5l ",89.9,50.51,5 902026739566,38249996,15,255 x 200 x 497,1
AFO-732420,AQUAFOREST,Aquaforest Components Strong 4x75ml,23.9,13.43,5 902026732420,38249996,0.3,85 x 85 x 85,1
AFO-735117,AQUAFOREST,Aquaforest Demineralization Resin 1000 ml,20.2,11.35,5 902026735117,39140000,1,210 x 80 x 185,1
AFO-731515,AQUAFOREST,"Aquaforest Fish V 10 ml
",7.9,4.44,5 902026731515,38249996,0.01,95 x 33 x 30,1
AFO-732079,AQUAFOREST,Aquaforest Fluorine 50 ml,18.5,10.39,5 902026732079,,0.05,,1
AFO-731553,AQUAFOREST,"Aquaforest Garlic oil 10 ml
",7.9,4.44,5 902026731553,38249996,0.01,95 x 33 x 30,1
AFO-731577,AQUAFOREST,Aquaforest Garlic oil 50 ml,20.9,11.74,5 902026731577,38249996,0.05,125 x 50 x 50,1
AFO-733502,AQUAFOREST,AquaForest Hybrid Pro Salz 22 kg Eimer,94.9,53.31,5 902026733502,25010099,22,,1
AFO-732130,AQUAFOREST,Aquaforest Iodum 10 ml,8.3,4.66,5 902026732130,31052090,0.01,95 x 33 x 30,1
AFO-732154,AQUAFOREST,Aquaforest Iodum 50 ml,18.5,10.39,5 902026732154,31052090,0.05,125 x 50 x 50,1
AFO-730396,AQUAFOREST,Aquaforest Kh Buffer 1200g,9.9,5.56,5 902026730396,38249996,1.2,200 x 80 x 185,1
AFO-732543,AQUAFOREST,Aquaforest kH Plus 250 ml,7,3.93,5 902026732543,38249996,0.2,150 x 55 x 55,1
AFO-738095,AQUAFOREST,Aquaforest KH-Alkalinity Test Kit ,10.4,5.84,5 902026738095,38221900,0.1,150 x 50 x 130,1
AFO-735155,AQUAFOREST,Aquaforest Life bio fil 1200ml,15.9,8.93,5 902026735155,38249996,1.2,210 x 80 x 185,1
AFO-731430,AQUAFOREST,Aquaforest Liquid Artemia 250ml,20.1,11.29,5 902026731430,23099031,0.2,,2
AFO-731447,AQUAFOREST,"Aquaforest Liquid Mysis 250ml
",15.6,8.76,5 902026731447,23099031,0.2,,2
AFO-731454,AQUAFOREST,Aquaforest Liquid Rotifers 250ml,15.9,8.93,5 902026731454,23099031,0.2,13 x 5 x 5,2
AFO-730723,AQUAFOREST,Aquaforest Liquid Vege 250ml,15.9,8.93,5 902026730723,23099031,0.2,,2
AFO-730334,AQUAFOREST,Aquaforest Magnesium Salz 750 g ,7.9,4.44,5 902026730334,38249996,0.75,200 x 75 x 180,1
AFO-738071,AQUAFOREST,Aquaforest Magnesium Test Kit ,15.9,8.93,5 902026738071,38221900,0.1,150 x 50 x 130,1
AFO-738019,AQUAFOREST,"Aquaforest MarinLab ICP Test 1 Analysis Test Kit 
Aquarium Wasser ",29.9,23,5 902026738019,39233010,0.05,15 x 14 x 12,1
AFO-738033,AQUAFOREST,"Aquaforest MarinLab ICP Test 2 Analysis Test Kit +RO
Aquariumwasser+Ro-Wasser ",39.9,30.69,5 902026738033,39233010,0.06,15 x 4 x 12,1
AFO-732604,AQUAFOREST,Aquaforest MG Plus 2000 ml,28,15.73,5 902026732604,25199090,2,200 x 100 x 150,1
AFO-732581,AQUAFOREST,Aquaforest MG Plus 250 ml,7,3.93,5 902026732581,25199090,0.2,150 x 55 x 55,1
AFO-732017,AQUAFOREST,Aquaforest MicroE 10 ml,8.3,4.66,5 902026732017,38249996,0.01,95 x 33 x 30,1
AFO-732031,AQUAFOREST,Aquaforest MicroE 50 ml,18.5,10.39,5 902026732031,38249996,0.05,125 x 50 x 50,1
AFO-738668,AQUAFOREST,Aquaforest Nitraphos Minus 2000ml,39.9,22.42,5 902026738668,28211000,2,,1
AFO-730051,AQUAFOREST,Aquaforest Nitraphos Minus 250ml,9.9,5.56,5 902026730051,28211000,0.2,15 x 5 x 5,1
AFO-738835,AQUAFOREST,Aquaforest Nitrat Test Kit ,18.9,10.62,5 902026738835,38221900,0.1,150 x 50 x 130,1
AFO-738828,AQUAFOREST,Aquaforest Phosphat Test Kit ,18.9,10.62,5 902026738828,38221900,0.1,150 x 50 x 130,1
AFO-735001,AQUAFOREST,Aquaforest Phosphate Minus 1000 ml,29.9,16.8,5 902026735001,28211000,1,210 x 80 x 185,1
AFO-731294,AQUAFOREST,Aquaforest ProBioF 25 g,10.4,5.84,5 902026731294,38249996,0.03,50 x 65 x 65,1
AFO-731171,AQUAFOREST,Aquaforest ProBioS 10 ml,7.8,4.38,5 902026731171,38249996,0.01,95 x 33 x 30,1
AFO-731195,AQUAFOREST,Aquaforest ProBioS 50 ml,21.2,11.91,5 902026731195,38249996,0.05,125 x 50 x 50,1
AFO-739573,AQUAFOREST,Aquaforest Probiotic Reef Salz 22 kg ,81.9,46.01,5 902026739573,25010099,0.25,55 x 55 x 157,1
AFO-730327,AQUAFOREST,Aquaforest Reef Mineral Salz 400 g,5.8,3.2,5 902026730327,25010099,0.4,,1
AFO-730303,AQUAFOREST,Aquaforest Reef Mineral Salz 800 g,9.9,5.56,5 902026730303,25010099,0.8,200 x 75 x 185,1
AFO-733458,AQUAFOREST,AquaForest Reef Salz + 22 kg Eimer,86.9,48.82,5 902026733458,25010099,22,,1
AFO-730150,AQUAFOREST,"Aquaforest Reef Salz 22 Kg Eimer
CA. 410-430 mg, Mg: 1320-1350
plus Vitamine, Spurenelemente
und Aminosäuren",78.9,44.33,5 902026730150,25010099,22,,1
AFO-730174,AQUAFOREST,"Aquaforest Reef Salz 25 Kg Karton
CA. 410-430 mg, Mg: 1320-1350
plus Vitamine, Spurenelemente
und Aminosäuren",79.9,44.89,5 902026730174,25010099,25,220 x 320 x 410,1
AFO-739399,AQUAFOREST,AquaForest Reef Salz 25 kg SACK,72.9,40.96,5 902026739399,25010099,25,,1
AFO-739238,AQUAFOREST,"Aquaforest Reef Salz 7,5 kg Sack",29.9,16.8,5 902026739238,25010099,7.5,360 x 130 x 250,1
AFO-730259,AQUAFOREST,Aquaforest Sea Salt 22 Kg Eimer,64.9,36.46,5 902026730259,25010099,22,,1
AFO-730273,AQUAFOREST,Aquaforest Sea Salt 25 Kg Karton,67.9,38.15,5 902026730273,25010099,25,220 x 320 x 410,1
AFO-739382,AQUAFOREST,Aquaforest Sea Salt 25 Kg Sack,61.9,34.78,5 902026739382,25010099,26,,1
AFO-739221,AQUAFOREST,"Aquaforest Sea Salt 7,5 Kg Sack",23.9,13.43,5 902026739221,25010099,5,190 x 190 x 210,1
AFO-734028,AQUAFOREST,Aquaforest Stonefix 1500 g / Korallenmörtel,13.9,7.81,5 902026734028,35069900,1.5,200 x 70 x 185,1
AFO-735087,AQUAFOREST,Aquaforest Zeomix 1000 g,11.9,6.69,5 902026735087,25174900,1,210 x 80 x 185,1
AFO-731744,AQUAFOREST,Aquaforest-Futter AF Color Up 100g,8.4,4.72,5 902026731744,23099031,0.1,,2
AFO-731676,AQUAFOREST,Aquaforest-Futter AF LPS Food 30 g,13.9,7.81,5 902026731676,23099031,0.03,50 x 65 x 65,2
AFO-731492,AQUAFOREST,Aquaforest-Futter AF Plankton Elixir 250ml,15.9,8.93,5 902026731492,23099010,0.2,,2
AFO-731805,AQUAFOREST,Aquaforest-Futter AF Pure Food 30g,11.3,6.35,5 902026731805,23099031,0.03,50 x 65 x 65,2
AFO-732499,AQUAFOREST,Aquaforest-Futter Zoa Food 30 g,13.5,7.58,5 902026732499,23099031,0.02,,1
AFO-739528,AQUAFOREST,Aquaforest-Futter/Granulat AF Algae Feed 120g,12.6,7.08,5 902026739528,23099031,0.12,,2
AFO-731980,AQUAFOREST,Aquaforest-Futter/Granulat AF Anthias Pro Feed  120g,12.6,7.08,5 902026731980,23099031,0.12,,2
AFO-731942,AQUAFOREST,Aquaforest-Futter/Granulat AF Marine Mix S 120g,12.6,7.08,5 902026731942,23099031,0.12,,2
AFO-731829,AQUAFOREST,Aquaforest-Futter/Granulat AF Protein Power 120g,8.4,4.72,5 902026731829,23099031,0.12,,2
AFO-731782,AQUAFOREST,Aquaforest-Futter/Granulat AF Tiny Fish Feed 120g,8.4,4.72,5 902026731782,23099031,0.12,,2
AFO-739474,AQUAFOREST,Aquaforest-Futter/Granulat AF Vege Strenght 100g,8.4,4.72,5 902026739474,23099031,0.1,,2
AFO-731690,AQUAFOREST,Aquaforest-Futter/Pulver AF Growth Boost 35 g,9.9,5.56,5 902026731690,31052090,0.04,50 x 65 x 65,2
AFO-731638,AQUAFOREST,Aquaforest-Futter/Pulver AF Power Food 20 g,11.3,6.35,5 902026731638,23099031,0.02,50 x 65 x 65,2
AFO-730679,AQUAFOREST,Barium Lab 200 ml,13.6,7.56,5 902026730679,,0,,1
AFO-739054,AQUAFOREST,Borium  Lab 1L,15.9,8.83,5 902026739054,38249996,1,,1
AFO-739061,AQUAFOREST,Bromium  Lab 1L,20.4,11.33,5 902026739061,38249996,1,,1
AFO-730938,AQUAFOREST,Ca Plus 250 ml,7,3.93,5 902026730938,,0.25,,1
AFO-739078,AQUAFOREST,Ca Plus Lab 1L,15.9,8.83,5 902026739078,38249996,1,,1
AFO-739139,AQUAFOREST,Ca Plus Lab 2l,25,13.89,5 902026739139,38249996,2,200 x 100 x 150,1
AFO-730372,AQUAFOREST,"Calcium 3,5 kg",27.9,15.67,5 902026730372,,3.5,,1
AFO-735070,AQUAFOREST,Carbon 5 kg,57.9,32.53,5 902026735070,,5,,1
AFO-738958,AQUAFOREST,Chromium Lab 200ml,13.6,7.56,5 902026738958,28273985,0.2,,1
AFO-738965,AQUAFOREST,Cobaltum Lab 200ml,13.6,7.56,5 902026738965,38249996,0.2,,1
AFO-733298,AQUAFOREST,Components Strong 4x 250 ml,54.9,30.84,5 902026733298,38249996,1,,1
AFO-738972,AQUAFOREST,Ferrum Lab 200ml,13.6,7.56,5 902026738972,38249996,0.2,,1
AFO-739115,AQUAFOREST,Fluorum Lab 1l,15.9,8.83,5 902026739115,38249996,1,,1
AFO-739436,AQUAFOREST,ICP Test 1 - Seawater,19.99,15.38,5 902026739436,,0,,1
AFO-739443,AQUAFOREST,ICP Test 2 - Seawater + RO,28.99,22.3,5 902026739443,,0,,1
AFO-738989,AQUAFOREST,Iodum Lab 1l,15.9,8.83,5 902026738989,31052090,1,,1
AFO-732239,AQUAFOREST,Iron 50 ml,18.5,10.39,5 902026732239,,0.05,,1
AFO-732116,AQUAFOREST,Kalium 50 ml,18.5,10.39,5 902026732116,,0.05,,1
AFO-739085,AQUAFOREST,Kalium Lab 1L,15.9,8.83,5 902026739085,38249996,1,,1
AFO-739153,AQUAFOREST,KHPlus Lab 1L,15.9,8.83,5 902026739153,38249996,1,,1
AFO-739160,AQUAFOREST,KHPlus Lab 2l,25,13.89,5 902026739160,38249996,2,200 x 100 x 150,1
AFO-732109,AQUAFOREST,Life Bio Fil 250 ml,7.9,4.44,5 902026732109,,0.3,,1
AFO-735179,AQUAFOREST,Life Bio Fil 5000 ml,63.9,35.9,5 902026735179,,5,,1
AFO-733311,AQUAFOREST,Liquid Foods Pack (4 x 250 ml),53.9,30.28,5 902026733311,23099031,1,,1
